gene	BF.misA	BF.misB	BF.pLoF	BF.total	qval	pval	oe_lof_upper	oe_lof_upper_bin	dn.misA	dn.misB	dn.pLoF	case.pLoF	ctrl.pLoF
ING1	0.756066	0.932289	0.0893819	0.0630028	0.983305	0.804663	0.756	4	0	0	0	0	0
SRC	0.722349	0.921766	0.0946111	0.0629956	0.983306	0.804713	0.244	0	0	0	0	0	0
HSF5	0.738389	0.926814	0.0920315	0.0629817	0.983307	0.804765	0.298	1	0	0	0	0	0
FBXO27	0.876627	0.967412	0.0742641	0.0629804	0.983308	0.804781	1.76	8	0	0	0	0	2
STAU1	0.761628	0.933993	0.0885311	0.0629771	0.983309	0.80484	0.168	0	0	0	0	0	0
IGF2BP1	0.730385	0.924305	0.0932752	0.0629699	0.98331	0.80489	0.226	0	0	0	0	0	0
KLHDC7B	0.684077	0.909394	0.10122	0.0629688	0.983311	0.804941	1.507	8	0	0	0	0	0
CCNT1	0.726921	0.923213	0.0938146	0.0629593	0.983312	0.80499	0.498	2	0	0	0	0	0
KLK11	0.857208	0.961994	0.0763211	0.0629366	0.983313	0.80508	0.983	5	0	0	0	0	2
PCDHB3	0.621948	0.888226	0.113911	0.0629281	0.983315	0.805148	1.296	7	0	0	0	1	2
CELF4	0.756475	0.932414	0.0891688	0.062895	0.983316	0.805302	0.231	0	0	0	0	0	0
PEX5L	0.754898	0.93193	0.0893985	0.0628929	0.983317	0.805352	0.49	2	0	0	0	0	0
SPAST	0.761852	0.934061	0.0883763	0.0628901	0.983318	0.805402	0.224	0	0	0	0	0	0
DLGAP5	0.73433	0.925544	0.0924954	0.062865	0.983319	0.805457	0.899	4	0	0	0	1	2
TRIM26	0.722884	0.921936	0.0943005	0.0628468	0.98332	0.805534	0.464	2	0	0	0	0	0
AVEN	0.896971	0.972998	0.0719767	0.0628178	0.983322	0.80565	1.414	7	0	0	0	0	2
RBM39	0.773038	0.937461	0.0866621	0.0628034	0.983323	0.805699	0.205	0	0	0	0	0	0
SH2B3	0.695756	0.91322	0.098844	0.0628033	0.983324	0.805748	0.803	4	0	0	0	0	0
GALNT16	0.728123	0.923592	0.0933362	0.0627675	0.983325	0.805857	0.588	3	0	0	0	0	0
IKZF4	0.717442	0.920206	0.0950647	0.0627611	0.983326	0.805905	0.377	1	0	0	0	0	0
GP5	0.724235	0.922364	0.0939524	0.0627609	0.983327	0.805954	1.632	8	0	0	0	0	0
MUTYH	0.726955	0.923224	0.0934809	0.062739	0.983328	0.806073	1.191	6	0	0	0	0	0
ZNF33A	0.750105	0.930453	0.0898579	0.0627152	0.983329	0.806137	0.963	5	0	0	0	0	0
ZMYND11	0.727123	0.923277	0.0934057	0.0627066	0.98333	0.806217	0.12	0	0	0	0	0	0
LCA5	0.762005	0.934108	0.0880693	0.0626873	0.983331	0.806312	0.649	3	0	0	0	0	0
FAM20C	0.729788	0.924117	0.0929252	0.0626696	0.983332	0.806361	0.489	2	0	0	0	0	0
WASF3	0.734988	0.92575	0.0920987	0.0626653	0.983333	0.806408	0.467	2	0	0	0	0	0
FAM35A	0.759264	0.93327	0.0884264	0.0626588	0.983334	0.806457	0.801	4	0	0	0	0	0
LRRTM1	0.802288	0.94619	0.082538	0.062656	0.983335	0.806507	0.491	2	0	0	0	0	0
SLC6A6	0.71123	0.91822	0.0959386	0.0626542	0.983336	0.806556	0.291	1	0	0	0	0	0
GCC1	0.671118	0.905094	0.103141	0.0626505	0.983337	0.806574	0.8	4	0	0	0	1	2
YRDC	0.905269	0.975251	0.070942	0.0626322	0.983338	0.806588	1.324	7	0	0	0	0	2
DNAH5	0.118173	0.598821	0.88491	0.0626201	0.983339	0.806589	0.695	3	0	0	0	12	4
LILRB2	0.725084	0.922632	0.093598	0.0626158	0.98334	0.806637	1.119	6	0	0	0	0	0
IGSF21	0.715784	0.919677	0.0951136	0.0626124	0.983341	0.806685	0.525	2	0	0	0	0	0
GNL1	0.727831	0.9235	0.0931413	0.0626051	0.983342	0.806735	0.227	0	0	0	0	0	0
PPM1E	0.729574	0.924049	0.092858	0.0626014	0.983343	0.806801	0.293	1	0	0	0	0	0
TOMM34	0.876205	0.967295	0.0738601	0.0626001	0.983344	0.806815	0.708	3	0	0	0	0	2
CPSF4	0.848582	0.95956	0.0768676	0.0625906	0.983345	0.806833	0.555	2	0	0	0	0	2
MSH4	0.701177	0.91498	0.0975416	0.062579	0.983346	0.806868	0.989	5	0	0	0	1	2
VTA1	0.876132	0.967275	0.0738204	0.0625598	0.983347	0.806883	0.902	4	0	0	0	0	2
CEP63	0.755458	0.932102	0.0888342	0.0625539	0.983348	0.80693	1.262	7	0	0	0	0	0
WBP11	0.731536	0.924667	0.092418	0.062514	0.983349	0.807	0.148	0	0	0	0	0	0
AQP6	0.845447	0.958671	0.0771158	0.0625028	0.98335	0.807016	1.087	6	0	0	0	0	2
SRCRB4D	0.738845	0.926957	0.091248	0.0624937	0.983351	0.807064	1.183	6	0	0	0	0	0
IFFO2	0.784531	0.940918	0.0846493	0.0624864	0.983352	0.807116	0.42	1	0	0	0	0	0
HAS1	0.706413	0.916672	0.0964377	0.0624482	0.983355	0.807279	1.379	7	0	0	0	0	0
AMDHD2	0.696002	0.9133	0.0981796	0.0624087	0.983355	0.807368	0.81	4	0	0	0	0	0
STRBP	0.752137	0.93108	0.089096	0.0623939	0.983356	0.807416	0.218	0	0	0	0	0	0
ZNF408	0.657336	0.900456	0.105404	0.062389	0.983357	0.807438	0.816	4	0	0	0	1	2
KLK5	0.84907	0.959698	0.0765603	0.0623853	0.983358	0.807451	0.997	5	0	0	0	0	2
CD200R1	0.86674	0.964664	0.0746117	0.0623838	0.983359	0.807467	1.366	7	0	0	0	0	2
ESR2	0.736681	0.92628	0.0913949	0.0623654	0.98336	0.807535	1.007	5	0	0	0	0	0
DDN	0.749966	0.93041	0.0893564	0.0623508	0.983361	0.807605	0.477	2	0	0	0	0	0
DHCR24	0.742518	0.928101	0.0904495	0.0623316	0.983362	0.807699	0.523	2	0	0	0	0	0
SLC15A5	0.82122	0.951722	0.0797347	0.0623185	0.983363	0.807761	1.181	6	0	0	0	4	4
SLC25A35	0.863233	0.963684	0.0749068	0.0623138	0.983364	0.807776	1.375	7	0	0	0	0	2
PTPN23	0.387835	0.791518	0.202961	0.0623047	0.983366	0.807845	0.372	1	0	0	0	1	1
RPN2	0.734863	0.925711	0.0915856	0.0623031	0.983367	0.807896	0.46	2	0	0	0	0	0
MKLN1	0.749561	0.930285	0.0893327	0.0622921	0.983368	0.807968	0.175	0	0	0	0	0	0
ZNF853	0.718039	0.920396	0.0941987	0.0622541	0.983369	0.808129	0.518	2	0	0	0	0	0
FAM115A	0.85642	0.961773	0.0755742	0.062249	0.98337	0.808176	0.54	2	0	0	0	0	0
ZBTB18	0.739325	0.927106	0.0908147	0.0622474	0.983371	0.808243	0.179	0	0	0	0	0	0
MMP16	0.750245	0.930496	0.08916	0.0622426	0.983372	0.808307	0.35	1	0	0	0	0	0
LINGO3	0.801741	0.946029	0.0820591	0.0622394	0.983373	0.808355	1.174	6	0	0	0	0	0
LIPH	0.827969	0.953672	0.0788208	0.0622378	0.983374	0.808373	1.209	6	0	0	0	2	3
LHPP	0.857603	0.962105	0.0754282	0.0622361	0.983375	0.808389	1.498	8	0	0	0	0	2
SLITRK1	0.770888	0.93681	0.0861759	0.0622341	0.983376	0.808436	0.337	1	0	0	0	0	0
GAD1	0.739519	0.927167	0.0907639	0.062233	0.983377	0.808485	0.474	2	0	0	0	0	0
ZNF143	0.751719	0.930951	0.0889277	0.0622327	0.983378	0.808535	0.603	3	0	0	0	0	0
SF1	0.730227	0.924255	0.0921963	0.0622248	0.983379	0.808616	0.183	0	0	0	0	0	0
SYT17	0.744608	0.928751	0.0899665	0.0622168	0.983379	0.808664	0.926	5	0	0	0	0	0
MC4R	0.860686	0.962971	0.0750573	0.0622087	0.98338	0.808733	1.602	8	0	0	0	0	2
OR10S1	0.839448	0.956964	0.0774262	0.0621981	0.983381	0.808751	1.87	9	0	0	0	0	2
GMEB2	0.713119	0.918825	0.0949066	0.0621858	0.983382	0.808799	0.236	0	0	0	0	0	0
STK11	0.760404	0.933619	0.0875764	0.0621729	0.983383	0.808849	0.245	0	0	0	0	0	0
NR2C2	0.716314	0.919846	0.094349	0.0621664	0.983384	0.808897	0.22	0	0	0	0	0	0
TTC30A	0.771078	0.936868	0.0860162	0.062138	0.983385	0.809015	0.999	5	0	0	0	0	0
FAM171A2	0.770351	0.936647	0.086105	0.0621289	0.983386	0.809066	0.381	1	0	0	0	0	0
PTPN12	0.750778	0.930661	0.0888813	0.0621031	0.983389	0.809225	0.186	0	0	0	0	0	0
IFI16	0.748935	0.930091	0.0891433	0.0620953	0.98339	0.809273	1.031	5	0	0	0	0	0
TTC39B	0.75944	0.933324	0.0875766	0.0620746	0.983391	0.80939	0.973	5	0	0	0	0	0
SH3BP4	0.556124	0.864101	0.129174	0.0620741	0.983392	0.809419	0.572	2	0	0	0	0	1
PLEKHM2	0.554628	0.86353	0.129542	0.0620425	0.983393	0.809495	0.541	2	0	0	0	0	1
AGAP6	0.751057	0.930747	0.088748	0.0620387	0.983394	0.809545	1.562	8	0	0	0	0	0
SLC35D2	0.887156	0.970314	0.0720671	0.0620368	0.983395	0.809564	1.596	8	0	0	0	0	2
PIAS1	0.753499	0.931499	0.0882533	0.0619435	0.983396	0.809865	0.094	0	0	0	0	0	0
CCDC19	0.714825	0.919371	0.0942119	0.061915	0.983398	0.809948	0.998	5	0	0	0	0	0
PTGR1	0.867089	0.964762	0.0740097	0.0619117	0.9834	0.810011	1.301	7	0	0	0	0	2
KRT6B	0.734387	0.925562	0.0910444	0.0618848	0.983401	0.810087	1.272	7	0	0	0	0	0
SARS2	0.722605	0.921847	0.0928996	0.0618833	0.983401	0.810137	0.926	5	0	0	0	0	0
DALRD3	0.801206	0.945872	0.0816363	0.0618671	0.983402	0.810155	1.143	6	0	0	0	2	3
FYN	0.757224	0.932644	0.0875652	0.0618403	0.983403	0.810224	0.278	1	0	0	0	0	0
AKT1	0.707001	0.916861	0.0953549	0.0618111	0.983404	0.81032	0.315	1	0	0	0	0	0
BIN3	0.858802	0.962442	0.0747784	0.0618079	0.983405	0.810339	1.597	8	0	0	0	0	2
LRFN5	0.733073	0.92515	0.0911212	0.0617986	0.983406	0.810389	0.462	2	0	0	0	0	0
PPP1R16A	0.735794	0.926003	0.0906967	0.0617959	0.983407	0.810437	0.647	3	0	0	0	0	0
ARHGEF1	0.526634	0.852634	0.137597	0.0617849	0.983408	0.810467	0.342	1	0	0	0	0	1
CCDC116	0.683909	0.909338	0.0993456	0.0617835	0.983409	0.810513	1.24	6	0	0	0	0	0
MICALCL	0.742449	0.92808	0.0896497	0.0617733	0.98341	0.810612	1.53	8	0	0	0	0	0
SPATA31A3	0.932961	0.982667	0.0673798	0.0617731	0.983411	0.810662	1.885	9	0	0	0	0	0
DDX1	0.754384	0.931772	0.087879	0.0617714	0.983412	0.810709	0.284	1	0	0	0	0	0
IGF2BP3	0.764343	0.934821	0.086408	0.0617406	0.983413	0.810777	0.095	0	0	0	0	0	0
PDCD2L	0.862103	0.963368	0.0743176	0.0617225	0.983414	0.810813	1.091	6	0	0	0	0	2
ILVBL	0.656237	0.900084	0.104495	0.0617216	0.983415	0.810832	0.912	5	0	0	0	1	2
WDR16	0.733186	0.925185	0.0909489	0.0616937	0.983416	0.810882	1.242	6	0	0	0	0	0
UTP14C	0.735987	0.926063	0.0904588	0.0616541	0.983417	0.810993	0.632	3	0	0	0	0	0
CCNL2	0.707961	0.91717	0.0949383	0.0616454	0.983418	0.811043	0.47	2	0	0	0	0	0
MCM8	0.702117	0.915285	0.0958992	0.0616284	0.983419	0.81108	0.946	5	0	0	0	1	2
HSPA5	0.740239	0.927391	0.0897722	0.0616278	0.98342	0.811126	0.407	1	0	0	0	0	0
KRT6C	0.743493	0.928404	0.08928	0.0616266	0.983421	0.811178	1.85	9	0	0	0	0	0
DLGAP2	0.505811	0.84426	0.144304	0.0616231	0.983422	0.811203	0.199	0	0	0	0	0	1
LONRF1	0.778817	0.939204	0.0842427	0.0616208	0.983423	0.811252	0.391	1	0	0	0	0	0
ALDH3B1	0.717132	0.920107	0.0933701	0.0616091	0.983423	0.811301	0.995	5	0	0	0	0	0
BRAP	0.737034	0.926391	0.0901656	0.0615634	0.983425	0.811482	0.674	3	0	0	0	0	0
TUBB2B	0.764083	0.934742	0.0861715	0.0615454	0.983426	0.811531	0.222	0	0	0	0	0	0
HELZ	0.431101	3.30098	0.0432471	0.061543	0.983427	0.811534	0.048	0	0	1	0	0	0
ACVR2B	0.727034	0.923248	0.0916757	0.0615357	0.983428	0.811584	0.377	1	0	0	0	0	0
TDRD3	0.740102	0.927349	0.0896313	0.0615169	0.983429	0.811636	0.624	3	0	0	0	0	0
LBR	0.725644	0.922809	0.0918537	0.0615081	0.98343	0.811703	0.422	2	0	0	0	0	0
ZBTB7B	0.691538	0.911843	0.0975183	0.0614925	0.983431	0.811751	0.524	2	0	0	0	0	0
PRC1	0.740056	0.927334	0.0895982	0.0614894	0.983432	0.8118	0.621	3	0	0	0	0	0
BTBD9	0.732915	0.9251	0.090687	0.0614875	0.983433	0.811875	0.866	4	0	0	0	0	0
NR4A3	0.757201	0.932637	0.0870579	0.0614797	0.983436	0.812012	0.36	1	0	0	0	0	0
PPP1R16B	0.701166	0.914977	0.0958141	0.0614696	0.983437	0.81206	0.169	0	0	0	0	0	0
BBS7	0.754828	0.931908	0.0873557	0.0614486	0.983438	0.812127	0.735	3	0	0	0	0	0
TLR6	0.734965	0.925743	0.0902735	0.0614211	0.983439	0.812205	0.847	4	0	0	0	0	0
ASGR2	0.844107	0.95829	0.0759269	0.0614173	0.98344	0.81222	1.53	8	0	0	0	0	2
RTN4	0.663756	0.902625	0.102489	0.0614033	0.983441	0.812285	0.397	1	0	0	0	0	0
NUMB	0.725845	0.922873	0.0916547	0.0613961	0.983442	0.812384	0.593	3	0	0	0	0	0
ATMIN	0.72682	0.923181	0.0914462	0.0613592	0.983443	0.812523	0.771	4	0	0	0	0	0
SPNS1	0.704056	0.915911	0.0951501	0.0613578	0.983443	0.812589	0.596	3	0	0	0	0	0
ZSCAN29	0.66343	0.902515	0.102458	0.0613475	0.983444	0.81261	0.919	5	0	0	0	1	2
FXR1	0.739485	0.927156	0.0894629	0.0613373	0.983445	0.81266	0.119	0	0	0	0	0	0
MON1B	0.687125	0.910397	0.0980416	0.0613306	0.983446	0.812725	0.602	3	0	0	0	0	0
ZNF107	0.76619	0.935384	0.0855714	0.0613274	0.983447	0.812773	1.901	9	0	0	0	0	0
FBXO24	0.700249	0.91468	0.0957347	0.0613184	0.983448	0.812824	0.627	3	0	0	0	0	0
ZNF33B	0.751533	0.930893	0.0876373	0.0613108	0.983449	0.812873	0.78	4	0	0	0	0	0
ATXN1L	0.718438	0.920523	0.0927054	0.0613097	0.98345	0.812923	0.305	1	0	0	0	0	0
ZNF229	0.689562	0.911196	0.0975644	0.0613023	0.983451	0.812936	1.739	8	0	0	0	3	3
UBASH3B	0.721213	0.921406	0.092227	0.0612876	0.983452	0.812988	0.597	3	0	0	0	0	0
UBQLN4	0.734308	0.925537	0.0901763	0.0612864	0.983453	0.813037	0.303	1	0	0	0	0	0
PDZD7	0.714186	0.919167	0.0933569	0.0612847	0.983454	0.813085	1.134	6	0	0	0	0	0
SYNCRIP	0.746048	0.929197	0.0884004	0.0612814	0.983455	0.813135	0.209	0	0	0	0	0	0
CRB1	0.570502	0.869537	0.12353	0.0612796	0.983456	0.813162	0.829	4	0	0	0	0	1
IQCD	0.842782	0.957914	0.0758512	0.0612356	0.983457	0.813218	1.851	9	0	0	0	0	2
NPAS3	0.569633	0.869211	0.123612	0.0612041	0.983458	0.813282	0.211	0	0	0	0	0	1
ADD3	0.742747	0.928172	0.0887755	0.0612016	0.983459	0.813332	0.246	0	0	0	0	0	0
FLRT2	0.691954	0.911979	0.0969836	0.0612012	0.98346	0.813381	0.413	1	0	0	0	0	0
PRKRIR	0.746498	0.929337	0.0882054	0.0611923	0.983461	0.81345	0.323	1	0	0	0	0	0
DUOXA2	0.837128	0.956301	0.0764376	0.0611918	0.983462	0.813464	1.924	9	0	0	0	0	2
NOC4L	0.713053	0.918804	0.0933918	0.0611861	0.983463	0.813516	0.619	3	0	0	0	0	0
GOLGA6L6	0.87271	0.966326	0.0724882	0.0611309	0.983463	0.813618	1.657	8	0	0	0	0	0
CBX2	0.722148	0.921702	0.0918315	0.0611236	0.983464	0.813668	0.19	0	0	0	0	0	0
HDC	0.715122	0.919466	0.0929282	0.0611031	0.983465	0.813753	0.548	2	0	0	0	0	0
PLK1	0.693809	0.912585	0.0964876	0.0610921	0.983466	0.813837	0.31	1	0	0	0	0	0
GUK1	0.839174	0.956885	0.0760707	0.0610842	0.983467	0.813873	1.427	7	0	0	0	0	2
POMT1	0.653232	0.899062	0.104006	0.0610826	0.983468	0.813891	0.934	5	0	0	0	1	2
DPYSL3	0.706664	0.916753	0.0942403	0.0610522	0.98347	0.814003	0.221	0	0	0	0	0	0
MC5R	0.811476	0.948886	0.0792813	0.0610465	0.983471	0.814016	1.837	9	0	0	0	0	2
PRODH	0.730114	0.92422	0.0903902	0.060994	0.983472	0.814169	1.1	6	0	0	0	0	0
EBF3	0.721692	0.921558	0.0916862	0.0609787	0.983473	0.814253	0.15	0	0	0	0	0	0
EXOSC7	0.867073	0.964757	0.0728799	0.0609651	0.983474	0.814268	1.092	6	0	0	0	0	2
RSPH10B2	0.804906	0.946961	0.0799628	0.0609487	0.983475	0.814319	0.596	3	0	0	0	0	0
LRIF1	0.749121	0.930149	0.0874673	0.0609467	0.983476	0.814366	0.68	3	0	0	0	0	0
MYEOV	0.838431	0.956673	0.0759624	0.0609298	0.983477	0.814451	1.927	9	0	0	0	0	2
PDE5A	0.706315	0.91664	0.0940904	0.0609176	0.983478	0.814498	0.51	2	0	0	0	1	2
TACC2	0.252223	0.714183	0.338163	0.0609146	0.983479	0.814502	0.685	3	0	0	0	5	2
TLR10	0.742243	0.928015	0.0884102	0.0608981	0.98348	0.814577	1.015	5	0	0	0	0	0
RCC2	0.76638	0.935441	0.0849302	0.0608867	0.983481	0.814641	0.334	1	0	0	0	0	0
PLB1	0.499593	0.841712	0.144766	0.0608761	0.983481	0.814663	1.226	6	0	0	0	6	4
KRIT1	0.734897	0.925722	0.0894365	0.0608446	0.983482	0.814753	0.499	2	0	0	0	0	0
F10	0.720168	0.921074	0.0916872	0.0608187	0.983483	0.81483	0.97	5	0	0	0	0	0
SIGLEC11	0.712965	0.918776	0.092805	0.0607924	0.983484	0.814905	1.561	8	0	0	0	0	0
FEM1A	0.679976	0.908039	0.0984509	0.060788	0.983485	0.814955	1.374	7	0	0	0	0	0
PRR14	0.695456	0.913122	0.0956757	0.0607576	0.983486	0.815054	0.467	2	0	0	0	0	0
AVIL	0.676638	0.906933	0.0989999	0.0607528	0.983487	0.815071	0.778	4	0	0	0	3	3
PROS1	0.748935	0.930091	0.087203	0.0607438	0.983488	0.815135	0.572	2	0	0	0	0	0
GLI2	0.36423	0.779629	0.213912	0.0607434	0.983489	0.815156	0.309	1	0	0	0	1	1
CPEB3	0.718161	0.920435	0.0918547	0.0607178	0.98349	0.815226	0.227	0	0	0	0	0	0
CSRNP1	0.708878	0.917465	0.0933461	0.0607095	0.983491	0.815277	0.525	2	0	0	0	0	0
KRT75	0.730633	0.924383	0.0898712	0.0606976	0.983492	0.815325	1.016	5	0	0	0	0	0
TNNI3K	0.677398	0.907185	0.0987467	0.0606824	0.983494	0.815459	1.427	7	0	0	0	1	2
SPATA31A7	0.969501	0.992218	0.0630765	0.0606768	0.983495	0.815525	1.943	9	0	0	0	0	0
FKBP15	0.592715	0.877747	0.116624	0.0606742	0.983496	0.81555	0.607	3	0	0	0	0	1
HECTD2	0.739622	0.927199	0.0884389	0.0606493	0.983497	0.81562	0.265	0	0	0	0	0	0
LGALS8	0.847289	0.959194	0.0746177	0.0606429	0.983498	0.815652	1.057	5	0	0	0	0	2
EXOG	0.85437	0.961195	0.0738336	0.0606334	0.983499	0.815686	1.631	8	0	0	0	0	2
LATS2	0.5089	0.845518	0.140914	0.0606329	0.983499	0.81571	0.297	1	0	0	0	0	1
WDR31	0.853029	0.960817	0.0739751	0.0606303	0.9835	0.815726	1.187	6	0	0	0	0	2
MTTP	0.67769	0.907282	0.0986004	0.060625	0.983501	0.81578	0.587	3	0	0	0	1	2
NF2	0.740593	0.927502	0.0882371	0.0606102	0.983502	0.815828	0.086	0	0	0	0	0	0
ME3	0.719536	0.920873	0.0914659	0.0606053	0.983503	0.815877	1.072	5	0	0	0	0	0
AC005358.1	0.732801	0.925064	0.0893725	0.0605846	0.983504	0.815926	0.277	1	0	0	0	0	0
RALBP1	0.727494	0.923394	0.0901264	0.0605436	0.983505	0.816011	0.449	2	0	0	0	0	0
MATK	0.691028	0.911676	0.0960747	0.0605264	0.983506	0.816113	0.765	4	0	0	0	0	0
RNF103	0.758959	0.933176	0.0854208	0.0604987	0.983507	0.81621	0.358	1	0	0	0	0	0
SEC14L5	0.657184	0.900405	0.102227	0.0604912	0.983508	0.816255	1.25	7	0	0	0	1	2
RTN2	0.706185	0.916598	0.0934198	0.0604695	0.98351	0.816396	0.417	1	0	0	0	0	0
PPA2	0.873514	0.966549	0.0716201	0.0604684	0.983511	0.81641	1.275	7	0	0	0	0	2
KHK	0.831514	0.954692	0.0761554	0.0604552	0.983512	0.816425	1.445	7	0	0	0	0	2
VANGL2	0.695188	0.913035	0.0952435	0.0604541	0.983513	0.816472	0.387	1	0	0	0	0	0
PAPD5	0.767198	0.93569	0.0841775	0.0604277	0.983515	0.816619	0.208	0	0	0	0	0	0
CD37	0.853361	0.960911	0.0736917	0.0604275	0.983516	0.816635	1.041	5	0	0	0	0	2
ARHGAP25	0.720157	0.92107	0.0910741	0.0604108	0.983516	0.816718	0.336	1	0	0	0	0	0
PAPPA2	0.408928	0.801714	0.18418	0.0603821	0.983517	0.816779	0.485	2	0	0	0	1	1
JPH4	0.733764	0.925366	0.0889021	0.0603645	0.983518	0.816827	0.137	0	0	0	0	0	0
SLC13A2	0.693692	0.912547	0.0953505	0.0603593	0.983519	0.816923	1.146	6	0	0	0	0	0
UVRAG	0.727415	0.923369	0.0898405	0.0603434	0.98352	0.817001	0.294	1	0	0	0	0	0
PHLDB3	0.678503	0.907552	0.0979833	0.0603359	0.983521	0.817023	1.236	6	0	0	0	1	2
KY	0.730204	0.924248	0.0893678	0.0603134	0.983522	0.817106	0.892	4	0	0	0	0	0
POLH	0.718981	0.920696	0.0910581	0.0602771	0.983523	0.817184	0.836	4	0	0	0	0	0
CYP2D6	0.711077	0.918171	0.0923192	0.0602743	0.983524	0.817235	1.944	9	0	0	0	0	0
KCNG2	0.708539	0.917356	0.0927222	0.0602678	0.983525	0.817283	0.666	3	0	0	0	0	0
CDYL	0.737945	0.926675	0.0881254	0.0602632	0.983526	0.817347	0.236	0	0	0	0	0	0
INHBC	0.848872	0.959642	0.0739504	0.060241	0.983527	0.817378	1.245	6	0	0	0	0	2
COQ5	0.859973	0.962771	0.0727374	0.0602234	0.983528	0.817395	0.951	5	0	0	0	0	2
FBXW7	0.752137	0.93108	0.0859846	0.060215	0.983529	0.817444	0.232	0	0	0	0	0	0
PARD6B	0.838913	0.956811	0.0750022	0.0602029	0.98353	0.817544	0.36	1	0	0	0	0	2
GNAT2	0.853082	0.960832	0.0734259	0.0601849	0.983531	0.817576	0.981	5	0	0	0	0	2
PRPF3	0.728808	0.923808	0.0893854	0.0601813	0.983532	0.817626	0.068	0	0	0	0	0	0
NCOA5	0.699451	0.914421	0.0940804	0.0601732	0.983533	0.817697	0.212	0	0	0	0	0	0
DPY19L2	0.739165	0.927056	0.0877688	0.0601434	0.983533	0.817786	0.906	4	0	0	0	0	0
KCNJ4	0.682847	0.908988	0.0968568	0.0601191	0.983534	0.817871	0.287	1	0	0	0	0	0
PIGN	0.721402	0.921466	0.0904148	0.0601031	0.983535	0.817923	1.025	5	0	0	0	1	2
C2CD2	0.681987	0.908704	0.0969661	0.0600922	0.983536	0.817987	0.679	3	0	0	0	0	0
HAVCR1	0.832717	0.955037	0.0755502	0.0600832	0.983537	0.818004	1.263	7	0	0	0	0	2
KRT6A	0.728752	0.923791	0.0892265	0.0600686	0.983538	0.818086	0.843	4	0	0	0	0	0
RABGGTA	0.724346	0.922399	0.089863	0.0600407	0.98354	0.818248	0.816	4	0	0	0	0	0
TRMT10A	0.858261	0.96229	0.0726786	0.060025	0.983541	0.818266	1.184	6	0	0	0	0	2
GCK	0.740308	0.927413	0.0874223	0.0600216	0.983542	0.818332	0.443	2	0	0	0	0	0
FRY	0.245351	0.709534	0.344657	0.0599995	0.983543	0.818375	0.212	0	0	0	1	0	0
TSPAN11	0.856379	0.961761	0.0728332	0.0599877	0.983544	0.818421	1.291	7	0	0	0	0	2
HCK	0.734523	0.925605	0.0882007	0.0599657	0.983545	0.818487	0.51	2	0	0	0	0	0
PRDM12	0.864181	0.96395	0.0719721	0.0599547	0.983546	0.818499	0.368	1	0	0	0	0	2
PPP2R1A	0.71179	0.9184	0.0917104	0.0599517	0.983547	0.818567	0.303	1	0	0	0	0	0
ALPL	0.720813	0.921279	0.0901889	0.0598917	0.983549	0.818698	0.693	3	0	0	0	0	0
HNRNPR	0.732609	0.925004	0.0883782	0.0598909	0.983549	0.818746	0.21	0	0	0	0	0	0
TAF5	0.723955	0.922275	0.0896867	0.0598826	0.98355	0.818796	0.211	0	0	0	0	0	0
ZC3H12A	0.686999	0.910355	0.0957335	0.0598729	0.983551	0.818859	0.511	2	0	0	0	0	0
CAMK2G	0.719813	0.920961	0.0902776	0.0598468	0.983552	0.818925	0.241	0	0	0	0	0	0
CPSF2	0.727696	0.923457	0.0890536	0.0598436	0.983553	0.818973	0.741	3	0	0	0	0	0
ADRBK2	0.723721	0.922201	0.0896393	0.0598267	0.983554	0.8191	0.36	1	0	0	0	0	0
CCDC137	0.853055	0.960825	0.07297	0.0598089	0.983555	0.819131	1.313	7	0	0	0	0	2
HOOK3	0.754676	0.931862	0.085015	0.0597871	0.983556	0.819283	0.155	0	0	0	0	0	0
RALYL	0.868505	0.965157	0.0712975	0.0597647	0.983557	0.819344	0.541	2	0	0	0	0	2
PGAP2	0.806856	0.947533	0.0781699	0.0597626	0.983558	0.819361	0.363	1	0	0	0	0	2
CBX4	0.667149	0.903766	0.0990633	0.0597299	0.983559	0.819425	0.285	1	0	0	0	0	0
U2AF2	0.71247	0.918618	0.0912518	0.0597232	0.98356	0.819474	0.133	0	0	0	0	0	0
SLC30A7	0.866002	0.964458	0.0714986	0.0597172	0.983561	0.819487	1.023	5	0	0	0	0	2
PHYHD1	0.844566	0.958421	0.0737742	0.0597165	0.983562	0.819504	1.474	7	0	0	0	0	2
LRRC47	0.738572	0.926871	0.0872149	0.0597039	0.983563	0.819555	0.407	1	0	0	0	0	0
TRIM50	0.727898	0.923521	0.0888088	0.0596999	0.983564	0.819625	1.254	7	0	0	0	0	0
CEP76	0.743069	0.928272	0.0865446	0.0596958	0.983565	0.819678	0.758	4	0	0	0	0	0
TBC1D12	0.746301	0.929276	0.0860562	0.0596817	0.983565	0.819757	0.602	3	0	0	0	0	0
PRSS21	0.815491	0.950057	0.0770288	0.0596791	0.983566	0.819772	1.319	7	0	0	0	0	2
ZBTB5	0.709479	0.917658	0.0916643	0.0596789	0.983567	0.819821	0.483	2	0	0	0	0	0
MOB3A	0.831308	0.954633	0.0751322	0.0596244	0.983568	0.819916	1.703	8	0	0	0	0	2
TUBB2A	0.752823	0.931291	0.0850191	0.0596067	0.983569	0.819982	0.363	1	0	0	0	0	0
